World Development Indicators
Number of countries,264
Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291568,0.085738294,0.234428837,0.400740518,0.685934241,2.325930133,8.625088108,12.47950508,14.33148118,14.79314975,19.06983255,30.28907507,39.71573336,63.17542366,100.2356543,112.9869326,122.3621667,123.8355503,132.9256445,137.3425261,141.8179045,144.0115781
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013365791,0.063655345,0.061043034,0.119481688,0.964917528,2.805878128,5.803420028,7.299244396,10.56344638,16.0524014,19.30759738,23.45149761,27.35458379,29.5486008,57.35549085,66.8802619,68.05374469,67.47338887,66.38811096
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428676577,0.833074787,1.23129209,1.619011387,2.018352101,2.539273454,3.227135845,4.077954414,4.979397878,5.602975462,6.38599695
Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036792424,0.164001155,0.484397233,0.943535167,2.12493964,4.920277348,10.32159425,17.82710022,28.13023353,40.77249606,48.00416351,65.37189261,78.40820096,94.27919527,109.0700258,125.7645616,128.0786178,124.2110004,120.5357013,127.2827876,143.9260625,160.4107755,159.6607033,160.6878485
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01050517,0.026894684,0.040466846,0.072008853,0.071293566,0.209993373,0.539116292,1.107028759,1.5023463,2.36564857,4.775809745,7.869542323,15.80285822,22.37451927,27.25468539,31.59388039
Euro area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00778719,0.009347845,0.011166575,0.015869061,0.020606092,0.033656878,0.055037009,0.089696775,0.154356314,0.253020298,0.439194693,0.71730768,1.04060695,1.607861691,2.510181209,4.113397531,7.177295467,12.56639544,21.91952765,37.70409939,59.10882808,71.52325897,76.28193298,82.23777718,88.89506405,97.87797602,105.8890788,115.870395,121.1330152,120.3230279,116.3810949,119.3281111,120.6571146,121.7576595,121.2403109
Europe & Central Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002994278,0.006374463,0.009994264,0.015518469,0.023897472,0.041806058,0.068664818,0.116180621,0.191663377,0.300955205,0.414601404,0.564418058,0.744386762,1.102771367,1.794037531,2.844891757,4.476631722,7.184293399,12.26987506,21.31294837,34.10909169,41.98200966,47.61894506,55.08673791,66.08417206,81.04836065,94.57738955,106.3108696,115.0115363,119.4056066,120.2580156,120.2846108,122.530032,125.2425629,125.8948607
Europe & Central Asia (excluding high income),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100382,0.001388256,0.002653296,0.004169384,0.008439403,0.012703881,0.017727694,0.025425535,0.057735908,0.154422005,0.301742229,0.669655081,1.412459367,3.175320258,6.459084377,9.946707971,15.04715976,23.265154,39.22806246,60.81330558,80.20385759,94.77949221,108.3892619,118.3769156,122.929116,119.3331973,121.8377753,126.1982566,128.2223315
Europe & Central Asia (IDA & IBRD countries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00E-05,0.001244639,0.002379979,0.003741574,0.007633368,0.011886013,0.017932981,0.029221926,0.06613355,0.164303855,0.337382606,0.820896532,1.765198619,3.852944773,7.634721943,11.70662645,17.3411775,25.6120757,41.33283203,62.39730673,81.80377884,96.16789782,108.9263392,118.1774042,122.8365305,120.3531921,123.4688251,128.0042906,129.7711561
European Union,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005064459,0.010455902,0.014641232,0.022017047,0.033736759,0.059970029,0.099394983,0.172494402,0.290883796,0.468609861,0.647271896,0.88803523,1.180245548,1.773778201,2.896911981,4.555055819,7.189007007,11.51481484,19.70441779,33.91179565,53.57287113,64.80565912,70.93170081,77.89306636,85.94063784,95.79155903,105.012288,115.1562612,120.4838915,120.3930815,118.0482008,120.7642756,122.6314962,123.866203,123.3306652
Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.008674415,3.688278231,3.52654245,4.393732207,5.800585047,7.410685914,10.5847387,14.46392897,23.50179086,36.50383945,51.95077968,72.7461205,78.71574066,84.65827559,85.50562483,101.1150686,105.2770715,110.6026088,114.9052419,119.8967346,118.0097274,118.6159253,120.681639,124.1164577
Fiji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143666151,0.283656121,0.471549627,0.655656678,0.999230592,2.897663403,6.783367646,9.934086167,11.01395796,13.44576273,17.36152235,24.92449701,34.37685675,63.44901555,71.10259987,75.07516314,81.10077287,83.76338399,98.17854865,105.6001544,98.77670015
Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491311351,0.589014682,0.70201103,0.870065829,1.065948629,1.37976292,1.733284322,2.144104654,2.790048075,3.82527312,5.171190195,6.370787129,7.666908049,9.664672185,13.28153215,20.34240794,29.30153817,42.06724499,55.22721773,63.37991163,72.03009689,80.48036651,86.85667387,91.05950591,95.40312987,100.450445,107.6347185,114.8847345,128.424569,144.0887946,156.3055115,165.8909009,172.3224293,136.578674,139.6638962
Fragile and conflict affected situations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000748533,0.002748224,0.004853676,0.048782974,0.082371615,0.155703894,0.230163955,0.389347658,0.585594224,0.954891738,1.458167729,2.407059373,4.068621022,6.227536993,12.25660718,18.63304536,25.94277954,32.12740989,38.63078861,45.82052408,51.39554662,58.60618295,67.18742512
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016252546,0.070046716,0.174653362,0.315304135,0.498190672,0.656765549,0.761609496,0.993573197,1.527885256,2.24533597,4.230263986,9.958005642,19.11826072,36.39293613,49.06407866,62.07543084,64.25770241,68.89744917,73.01991391,78.26189586,83.53432024,88.98459991,92.67718212,92.09659575,91.38732973,94.0767743,97.37775287,98.49547248,101.2124157
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534386617,1.239955856,2.425648315,4.84280585,9.413365614,16.81649787,27.89336693,21.32374547,24.18160749,38.12383097,47.08024042,58.97621939,67.15560318,71.19146977,78.46706253,80.53643706,82.26223262,83.12248461,87.92187291,91.16908178
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028032995,0.117009358,0.245162295,0.370206862,0.613332035,0.835229451,0.831015195,0.743444999,9.791705935,11.94934434,21.72917519,22.79947105,36.32676997,53.40403707,63.55598776,80.76618018,87.6694296,95.44779828,103.4556766,148.6936289,179.4714108,214.7500375,171.375053
"Gambia, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020823423,0.04532642,0.078334523,0.135304285,0.282499795,0.420058457,0.435446069,0.444791613,0.455705803,4.348732248,7.653059272,11.07116691,12.57243519,17.22725782,27.27777463,52.33214725,73.90036908,80.62692375,87.9633354,80.76025697,85.20375721,99.9766937,119.6304887
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002960248,0.046091288,0.609447781,1.234098639,2.773981786,4.105349723,6.435462135,10.8965115,15.58014589,18.61778229,26.23972528,38.32379074,58.73630305,62.43820399,64.46125996,90.64792691,101.2829241,107.809112,115.0251043,124.9355401
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001368883,0.0301052,0.061472735,0.124039681,0.204468776,0.338698748,0.656885288,1.190674527,2.157949827,3.009651998,4.479975831,6.609990079,9.912481627,16.66213257,28.08210875,57.71833398,67.14964818,70.65529898,77.33760059,85.06020667,94.55486999,102.2828888,115.1403608,126.5575074,126.2280577,106.4836959,109.6595675,111.5940398,120.9211651,120.4201855
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002585366,0.010950971,0.020417059,0.036990796,0.074354288,0.12446167,0.232363487,0.380901054,0.690808845,1.263629537,1.954760936,3.918536618,8.135148478,13.44255251,23.72559884,33.75729429,50.0664665,63.77348397,71.86671124,85.27494343,100.9932997,108.1911482,114.8194789
Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41891149,3.673020528,5.948446794,8.991945864,13.40437259,20.32101203,35.47324209,43.46599028,55.96029986,63.86998194,68.77579092,75.2342521,81.9000819,88.74931731,97.72098268,102.5535842,111.0655458,118.6735879,0,129.5380944
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458787633,1.447153501,2.558141736,4.944987939,8.655453683,18.78539526,35.66038018,53.99532333,72.31264774,84.47267901,81.00455341,84.49551267,92.92454872,99.34233967,111.0964206,124.5083602,119.7955893,110.6455185,109.0787779,120.0963016,116.8206478,110.2644638
Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306155334,0.784313725,1.727072397,3.676826318,7.382862874,11.59889756,15.90584114,24.12353476,26.9056859,28.19106449,35.24250893,52.43777762,68.62221128,81.61115306,94.68599034,116.8664308,98.48434054,94.51819901,101.4200828,103.7367994,104.6982584,105.9890852,106.3606466
Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155785888,0.152402675,0.186212076,0.286871071,0.352102049,0.398990554,0.565498631,0.965142151,1.391877752,1.983418933,4.231450502,6.29755815,7.397721819,41.31426506,42.19278165,45.51485658,44.7346504,49.60226285,57.75122195,109.710823,116.4974159,115.018939,123.159182,125.5937373,110.204792
Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649180475,0.951746942,1.363896438,2.869627327,3.410917685,3.919357017,3.774300427,8.430142834,12.99114653,17.51133086,20.84172436,44.83563447,50.56297244,61.94925218,0,0,0,0,0,0,0,0,0,0
Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003295716,0.013419628,0.02298958,0.031366214,0.107232198,0.300474937,0.425086663,0.614318049,1.042410082,3.087211532,7.647420611,9.987303754,13.40404656,16.86814086,25.61697311,35.57138428,55.2407726,89.33491997,109.5274308,123.7220234,125.9831555,132.4516485,137.8194849,140.393535,106.6337703
Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000588556,0.010806418,0.012121718,0.011736,0.034568886,0.255012846,0.292782939,0.481493068,0.625832387,1.003476993,1.211353347,1.651452655,1.973615991,0,19.90650512,26.66103586,32.936074,36.7781157,43.54770359,48.76925037,63.31503903,72.09875075
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093711482,2.836587237,6.952089848,10.83048396,19.95658668,32.9718113,36.13019495,42.69221945,45.10659833,63.0692167,55.15072568,63.48369055
Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116319598,0.142124324,0.172352271,0.170709867,0.164189009,0.190720364,0.197145592,0.379868456,5.35010766,10.07413827,10.57779542,18.30583908,22.67765302,36.98152291,52.26250936,69.9336844,57.72160482,62.54783594,71.28590073,66.85662336,68.77901955,69.41295352,70.53891053
Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120690009,0.296442489,0.641157609,1.049282205,1.580200539,3.557045958,4.381193159,5.401215155,12.78140119,26.27785531,33.20103068,37.35732558,40.41873813,41.86242333,59.90841158,69.39885695,64.70745958
Heavily indebted poor countries (HIPC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.95E-05,0.000869524,0.001862185,0.0041613,0.010295282,0.026871597,0.06566403,0.14403465,0.282858668,0.598966884,1.075525569,1.6906969,2.762015049,4.258430921,6.365272868,10.74220631,16.69967422,24.77048278,30.86748582,37.34786794,45.89839366,51.98971072,58.28493403,64.16085862
High income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002559066,0.009192337,0.014567675,0.022458403,0.03738605,0.08611652,0.15071103,0.260895522,0.438515159,0.738729284,1.083699835,1.543659863,2.149089016,3.065859278,4.81476188,7.608514629,11.87117418,16.76587007,24.09124361,35.33086127,49.21526909,58.09603275,63.65318802,69.59735775,76.26096815,83.47793534,91.12466608,99.43777243,103.9115961,106.898533,108.8343876,112.7259493,115.2148438,117.1191377,121.7043064
Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040376411,0.246500814,0.583530318,1.286770033,2.490088703,3.73334653,5.026447085,5.723479373,10.4578002,18.57507619,31.84055311,58.29729484,84.81834019,112.3283833,124.7187583,103.6720092,92.87017414,95.91916853,93.51563642
"Hong Kong SAR, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018689957,0.081258922,0.182245465,0.504218653,0.908356275,1.55856424,2.311204939,3.238869715,3.947248663,4.872216207,8.020962705,12.99329905,21.70170873,34.67552508,48.15693696,63.49747283,79.69431046,83.80339232,92.52968608,106.4079144,119.1029016,123.8892854,136.6602462,155.0398371,166.1936237,179.7816019,195.6692192,215.5038098,229.2446254,237.3518775,233.6151774
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025469277,0.081743662,0.22472515,0.441073865,1.380157809,2.559893292,4.57770369,6.844830397,10.40708506,15.87960141,30.08846831,48.7187786,67.7194215,78.33164715,86.25517302,92.31411681,98.89553625,109.6328855,121.6811908,117.5591879,119.9427178,116.9434928,116.070556,116.4278724,118.0538283
IBRD only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75E-05,6.59E-05,0.000524253,0.001191494,0.002249786,0.004370976,0.00989382,0.020052564,0.040055217,0.077686975,0.162136267,0.321444191,0.568863434,1.03918228,1.699928221,3.080833114,5.56253689,8.657657812,11.97621691,16.18907222,22.13467532,29.71804179,38.23936818,47.29664892,57.20330809,67.21539796,78.43091365,87.14115884,91.47894776,96.70936667,99.33580674
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.082143808,2.0286227,2.612166066,3.129423239,3.928108935,5.007634418,5.868139056,6.634957295,8.246726037,11.54703239,17.32947288,23.96205251,37.8418394,62.00750065,76.41724807,87.35284592,90.76740239,96.46287833,98.94191084,95.40447185,100.4087225,106.9324528,108.897393,108.2570649,107.2427541,106.8414418,108.054513,108.1111263,111.0801927
IDA & IBRD total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57E-05,5.22E-05,0.000414807,0.000941382,0.001774772,0.00344221,0.007851681,0.015978623,0.0321466,0.062598257,0.130013554,0.254128654,0.44920753,0.820921111,1.341251653,2.42471466,4.377843931,6.831762057,9.507939746,12.8981748,17.85871381,24.40767179,32.5088862,41.51697898,51.70753987,60.98610644,71.08798096,79.64128891,84.34955854,89.53038227,93.06266493
IDA blend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000884091,0.002941066,0.005010954,0.012361066,0.022142092,0.036003427,0.067492211,0.140300994,0.218749727,0.366391079,0.667205485,1.150220196,2.003958827,3.017762551,5.782614847,10.89783778,21.02158847,34.93415905,52.51724807,62.67333442,69.71303968,76.72515061,82.09526694,84.29660718,89.11429218
IDA only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000822755,0.002863728,0.005737826,0.010021082,0.019435808,0.038639806,0.085436208,0.170665534,0.374667881,0.744230872,1.310799857,2.085875624,3.445527012,5.925926558,10.80296878,17.41749526,24.99581922,30.63047775,38.05247433,46.89671909,53.35049961,60.41890516,67.63845703
IDA total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000341198,0.001130902,0.002494102,0.006645026,0.012254624,0.019906662,0.037674874,0.076969872,0.135800897,0.244422776,0.484591459,0.896288351,1.569495143,2.432836219,4.315978779,7.771934383,14.61433434,23.86071864,35.09606657,42.36255442,49.53460305,57.75152395,63.78504558,69.06647546,75.39969205
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008022562,0.033701672,0.089033266,0.118621095,0.183832581,0.343205051,0.617271781,1.207386542,3.080125045,4.701852372,7.997206759,14.52388234,20.1553755,29.53103968,44.12009108,62.39006487,73.19803895,69.92238977,70.78318167,74.48376991
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001099953,0.001248931,0.002733271,0.003739372,0.00522915,0.007368035,0.010130254,0.013492764,0.019222694,0.028421554,0.040831947,0.108515907,0.285399813,0.457970991,0.525057963,1.078418633,1.756173957,3.076348345,5.440891607,8.478396795,13.70874711,20.89708826,28.01943927,40.43198063,60.01372486,68.9204184,87.79014493,102.4626496,114.218131,125.3581426,128.7844341
"Iran, Islamic Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015419914,0.026298054,0.09760113,0.382047218,0.612075354,0.756224827,1.460445511,3.12208672,3.365177521,5.033143273,7.319761151,12.13146655,21.67657012,41.45707252,59.17901883,71.4616386,72.58942289,74.30366228,76.09808684,84.24610052,87.79273111
Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079244744,0.308171977,2.151945659,5.599581693,33.30009751,48.78540241,59.56201784,66.69344323,75.13766061,80.15512761,81.62784646,96.10477428,94.9127868
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008488811,0.042391059,0.098241297,0.178311341,0.38465744,0.707977634,0.90457037,1.239692939,1.713445217,2.453545736,4.37561861,7.932034067,14.8509496,25.52193159,44.70952009,64.69946298,76.82678973,76.22193286,87.26760636,94.47377374,102.6935533,110.9801131,115.8530739,116.0047081,106.6677293,105.2358099,108.479355,109.5672317,105.4810788,105.0675811
Isle of Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338729821,0.495518787,0.75107401,1.293391516,2.583802439,8.354980904,19.09479005,29.70554874,37.24716556,48.88595196,73.16613652,89.73880798,100.9785288,104.2462475,111.6505837,117.4648609,124.3388396,128.454728,126.3854986,124.0341367,122.7836679,121.9782701,120.6843884,122.8478352,121.4506526
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011299642,0.015920152,0.029097369,0.059145464,0.116270531,0.468047382,0.999024175,1.376232801,2.120206352,3.932290383,6.886434446,11.27907186,20.63367341,36.04026526,53.2698128,74.13388725,89.59054415,94.25849261,98.10254268,107.6937662,121.8642226,136.121113,150.962827,150.8856458,149.5058395,154.7970088,158.145883,159.6276155,158.8172931,154.29181
Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102780276,0.318010492,0.62934611,1.069988634,1.833349512,2.198589265,2.62987066,3.102606933,5.643288716,14.21072341,22.9496504,47.39667326,59.5500915,68.93370547,73.87598526,84.36418744,99.12039649,100.164076,108.2941099,116.0682988,106.9237357,98.04968759,102.2381648,107.3835311
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011363484,0.016824553,0.022941813,0.033852133,0.051504866,0.078913191,0.124583309,0.200018213,0.401833216,0.710088407,1.123129273,1.390274425,1.723586246,3.490181339,9.408600615,21.56058437,30.59119313,37.76545041,45.30199511,53.12376978,59.39257273,64.25260095,68.48920048,72.15580043,75.98436507,78.51905384,84.35360774,86.70710553,91.31743648,96.80752449,104.2742326,110.9073543,116.3154258,120.2329983
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042847108,0.041317981,0.039058232,0.036805421,0.034812194,0.27406405,0.541761443,0.989408624,1.780031019,2.519897737,8.158384017,17.90295067,24.87463731,26.59397758,31.89416724,59.88643393,79.99969054,84.36638062,89.88973816,97.2992605,102.5632445,111.1631725,128.1735327,141.7962745,147.803889
Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002539553,0.029582694,0.063930025,0.074254448,0.199889072,0.337203384,1.353628011,3.997457287,7.023092365,9.023272289,16.42011664,35.83356656,51.0647485,80.03793182,95.77525322,108.3821491,121.867001,156.7946524,185.8215629,184.6947548,172.1913053
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004393508,0.004497055,0.007471468,0.008312034,0.010026174,0.023379915,0.03621275,0.077946501,0.407236044,1.867625738,3.597282273,4.69188758,7.309274576,12.88773918,19.96957736,30.06283272,42.04847839,48.62445283,61.03491308,66.8146089,71.17433333,71.76404552,73.84324808
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027493814,0.245769689,0.362371358,0.468781524,0.576929801,0.602030422,0.6915085,0.718486095,0.761258469,0.802989261,1.054496373,10.29063487,10.83965092,13.89219144,15.87522076,16.60951041,17.41355756
"Korea, Dem. People's Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284184243,1.762897277,4.05987652,6.865028848,9.720640052,11.18810123
"Korea, Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017267895,0.024659515,0.048365199,0.093357413,0.186178272,0.383052472,0.62196189,1.071053458,2.164843483,3.675661704,7.078148774,15.21163954,30.81749792,51.2497731,58.32541383,62.87887506,69.71267379,72.09806317,78.17313661,81.52202954,84.99862058,93.26624778,95.27662025,99.54168558,104.7742463,107.7446102,109.4316142,110.9984678,115.7099812
Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450163596,0.744799425,0.87176792,1.092645669,1.006663838,2.15037524,2.699075329,3.656986692,5.17054703,7.414872617,9.529321669,12.83619367,14.51624891,16.49797487,24.97074069,44.32587231,59.90532323,67.09655714,80.79191756,60.18706501,48.79420214,55.82934104,55.50663695,91.87085234,133.0114856,157.9080265,156.8991317,190.2883477,218.4302852
Kyrgyz Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027985829,0.052542783,0.181640211,0.541281538,1.06095982,2.760361261,5.247235178,10.74198875,24.82981805,42.23224718,65.30377271,85.22197941,98.89869621,116.1691884,124.1795305,121.4498189,134.4608681
Lao PDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006447558,0.007349983,0.013154732,0.031592094,0.076003812,0.096434494,0.124074727,0.227966538,0.235344074,0.540111284,0.994726112,1.998106804,3.582856417,11.35500253,17.12308321,24.58574175,32.93844548,51.6059112,62.59497573,84.04519396,64.70225602,68.13586427,66.99333256
Late-demographic dividend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141974,0.000213853,0.0002915,0.000487217,0.002063266,0.003692924,0.005693015,0.009719547,0.016587493,0.028315344,0.052504683,0.108260256,0.223251009,0.46044925,0.798823663,1.41432512,2.3099535,4.079904012,7.336012519,11.76782211,16.68506041,22.19925877,29.70965317,37.84212591,45.60861152,55.11290558,65.21862854,74.35812263,82.94013522,90.61007511,98.27746737,105.1418793,108.9593173
Latin America & Caribbean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000949045,0.002852113,0.007224164,0.028255939,0.065870152,0.140701646,0.242456802,0.473349179,0.809974651,1.347715707,2.543574525,4.170794373,7.755066033,12.14390138,15.90731238,18.81020074,23.07961562,31.53526819,42.89606816,53.97063599,66.55705582,79.23494405,87.43562093,96.36835584,104.9329815,109.435113,114.9817922,114.7294267
Latin America & Caribbean (excluding high income),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089731,0.003248833,0.019833811,0.050303584,0.116004915,0.201905953,0.407492105,0.697912686,1.203642155,2.221626922,3.740854371,7.176077911,11.18690552,14.93020474,18.01189052,22.35454267,30.22930565,40.87825824,50.81011401,62.85298988,75.72615649,83.44583601,91.99638501,100.5978179,104.8136219,110.6580097,110.6236401
